name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
durres,2021-03-20,13,3.5,7.7,13,2.6,6.7,3.4,75.1,0.6,100,25,rain,0,0,34.2,25.9,5.1,1011.3,91.4,10.1,97.9,8.6,3,,2021-03-20T05:45:26,2021-03-20T17:54:27,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-21,10,6,7.6,10,4.2,6.8,5.5,86.8,14.045,100,16.67,rain,0,0,45.7,11.1,7.8,1003.5,95.5,9.6,56.3,4.7,2,,2021-03-21T05:43:45,2021-03-21T17:55:33,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-22,9.6,5.5,7.2,8.6,2.2,5.6,3.5,78.3,18.91,100,16.67,rain,0,0,40.7,16.5,354,1000.9,93.9,9.7,82.9,7.2,3,,2021-03-22T05:42:04,2021-03-22T17:56:38,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-23,13,4.5,8.7,13,3,7.4,-3.8,43,0,0,0,,0,0.1,38.9,29.2,28,1008.6,60,10.6,227,19.7,8,,2021-03-23T05:40:23,2021-03-23T17:57:43,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-24,13.1,-0.5,7.2,13.1,-2.5,6.2,-0.9,57.7,0.398,100,4.17,rain,0,0.2,37.8,22.2,349.9,1015.7,40,10.4,218,18.7,7,,2021-03-24T05:38:42,2021-03-24T17:58:49,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-25,13.6,3,8.6,13.6,2,7.3,-4,43.6,0,0,0,,0,0,35.3,23.2,10.3,1018.9,23.5,11,249.8,21.5,8,,2021-03-25T05:37:00,2021-03-25T17:59:54,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-26,15,-1,8,15,-1.3,7.4,-1.5,56.7,0,0,0,,0,0,24.5,11.2,231.6,1024.6,0,11.2,248.3,21.3,8,,2021-03-26T05:35:19,2021-03-26T18:00:59,0.42,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-27,17.5,2,10.1,17.5,0.1,9.5,3.6,66,0,0,0,,0,0,24.5,13,196.4,1027.5,31.3,10.4,242.5,21,8,,2021-03-27T05:33:38,2021-03-27T18:02:04,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-28,18.6,6,12.4,18.6,4.7,12.1,6.9,71,0,0,0,,0,0,22.7,21.4,326.6,1029.4,38.1,10.5,251.6,20.8,8,,2021-03-28T06:31:57,2021-03-28T19:03:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-29,18.5,5.5,12.1,18.5,4.7,11.9,8.3,79.3,0,0,0,,0,0,32.4,20.4,319.4,1029.3,36.5,9.9,223.9,19.2,7,,2021-03-29T06:30:16,2021-03-29T19:04:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-30,22,5,12.9,22,5,12.8,5.2,64.7,0,0,0,,0,0,42.8,36.2,339.3,1026.3,12.2,9.4,248.5,21.6,8,,2021-03-30T06:28:36,2021-03-30T19:05:18,0.56,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-31,21.5,6,14,21.5,4.7,13.8,4.9,58.2,0,0,0,,0,0,39.2,28.8,359.4,1021.4,10.6,10.6,257.9,22.3,8,,2021-03-31T06:26:55,2021-03-31T19:06:23,0.59,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-01,22,4,13.4,22,2.7,13.2,6.4,66,0,0,0,,0,0,23.8,28.6,323.1,1017.3,5.5,10.6,254.4,22,8,,2021-04-01T06:25:15,2021-04-01T19:07:27,0.63,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-02,21.5,7.5,14.2,21.5,6.2,14.1,7.6,66.7,0.2,100,4.17,rain,0,0,23.8,18.4,215.4,1015.4,57.8,10.6,224.3,19.4,7,,2021-04-02T06:23:35,2021-04-02T19:08:32,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-03,21.5,9.5,15.6,21.5,9.5,15.6,9.5,68.8,0.001,100,4.17,rain,0,0,49.3,29.3,200.4,1011.4,76.5,9.9,229,19.8,8,,2021-04-03T06:21:56,2021-04-03T19:09:37,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-04,13,5.5,10.3,13,3.9,9.6,7.1,81.4,16.994,100,12.5,rain,0,0,37.1,22.1,337.5,1010.6,83.5,9.4,135.2,11.6,5,,2021-04-04T06:20:17,2021-04-04T19:10:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-05,16.5,1.5,9.3,16.5,1.5,9.1,2.4,66.4,0,0,0,,0,0,31,22.3,351.3,1012,15.6,11,264.8,23,9,,2021-04-05T06:18:38,2021-04-05T19:11:46,0.77,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-06,17.5,3,11.3,17.5,0.9,11,3.6,62.4,0,0,0,,0,0,45.7,33.3,191.2,1005.7,43.3,10,261.6,22.5,8,,2021-04-06T06:16:59,2021-04-06T19:12:50,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-07,15,7,10.8,15,5.9,10.5,7.3,79.4,26.279,100,16.67,rain,0,0,46.4,33.2,254,1008,93.8,9.7,139.2,11.9,6,,2021-04-07T06:15:21,2021-04-07T19:13:55,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-08,13,4,8.8,13,1.9,8.1,0.4,59.2,2.482,100,8.33,rain,0,0,45.4,29.4,345.4,1020.1,31.7,11.2,282.4,24.5,9,,2021-04-08T06:13:43,2021-04-08T19:14:59,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-09,15.3,0,8.1,15.3,-1.2,7.8,-0.5,60.1,0,0,0,,0,0,32.4,19.5,332.8,1027,1.2,11.2,283.9,24.5,9,,2021-04-09T06:12:06,2021-04-09T19:16:04,0.91,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-10,17.5,2,10.1,17.5,0.5,9.6,1.4,59.8,0,0,0,,0,0,20.2,19.4,206.2,1025.4,26.4,10.8,270.7,23.4,8,,2021-04-10T06:10:30,2021-04-10T19:17:09,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-11,17,3.5,10.9,17,1.8,10.7,4.4,67,0,0,0,,0,0,23.4,12.1,222.1,1023.4,56.4,11.2,255.3,22,8,,2021-04-11T06:08:54,2021-04-11T19:18:13,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-12,20,6.5,13.1,20,5.9,13,7.3,69.6,0.1,100,4.17,rain,0,0,25.2,18.4,207.4,1021.8,70,10.8,265.5,23,8,,2021-04-12T06:07:18,2021-04-12T19:19:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-13,19.5,10,14.2,19.5,10,14.2,8.7,71.8,0.995,100,8.33,rain,0,0,46.8,29.3,180.7,1017.1,88.9,10,167.2,14.4,6,,2021-04-13T06:05:43,2021-04-13T19:20:22,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-14,14.5,6.5,11.3,14.5,6.5,11.3,6.1,72.3,5.038,100,12.5,rain,0,0,38.9,18.5,262,1017.3,80,10.8,211.9,18.3,7,,2021-04-14T06:04:09,2021-04-14T19:21:27,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-15,15.6,4,9.9,15.6,2,9.4,3.6,66.8,0,0,0,,0,0,32,16.6,266.7,1018.5,55.5,10.8,260.3,22.6,8,,2021-04-15T06:02:35,2021-04-15T19:22:31,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-16,17.5,2,11.2,17.5,2,11.1,4,64.7,0.6,100,16.67,rain,0,0,31,14.6,0.5,1015.4,70.1,10.5,193.9,16.8,6,,2021-04-16T06:01:02,2021-04-16T19:23:36,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-17,15,9.5,11.7,15,9.5,11.7,8.1,79.3,3.985,100,8.33,rain,0,0,29.5,14.6,8.9,1008.9,98.9,9.6,99.8,8.6,4,,2021-04-17T05:59:30,2021-04-17T19:24:41,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-18,16.5,7.5,12.1,16.5,6.4,11.9,7,73.1,7.995,100,8.33,rain,0,0,26.6,13,322,1012.9,75.4,10.6,233.3,20.2,8,,2021-04-18T05:57:59,2021-04-18T19:25:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-19,13.5,9.5,11,13.5,8.5,11,8,81.8,12.769,100,16.67,rain,0,0,27.7,16.6,139.3,1012.7,95.3,10.1,147.2,12.7,5,,2021-04-19T05:56:28,2021-04-19T19:26:50,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-20,15,9,11.4,15,7.8,11.3,7.6,78.7,4.036,100,16.67,rain,0,0,24.8,15.7,157.1,1015.1,85.9,10.2,218.2,18.9,7,,2021-04-20T05:54:58,2021-04-20T19:27:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-21,17.2,5.5,11.9,17.2,3.4,11.4,6.3,71,0.003,100,4.17,rain,0,0,20.5,14.8,244.4,1019.3,39.3,11.4,260.5,22.5,8,,2021-04-21T05:53:29,2021-04-21T19:28:59,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-22,19,5,11.3,19,2.8,11,7,77.3,8.964,100,4.17,rain,0,0,37.8,11,155.1,1020.5,82.5,9.9,82.9,7.2,3,,2021-04-22T05:52:01,2021-04-22T19:30:04,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-23,18.5,11,13.5,18.5,11,13.5,9.7,78.3,17.969,100,12.5,rain,0,0,47.9,19.4,125.9,1019.3,94.7,10.1,45.7,3.8,2,,2021-04-23T05:50:34,2021-04-23T19:31:08,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-24,20,10,14.6,20,10,14.6,9.4,73.7,0.994,100,4.17,rain,0,0,20.2,11.1,346.3,1016.5,86.7,9.8,174.2,15.1,6,,2021-04-24T05:49:08,2021-04-24T19:32:13,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-25,22.5,5.5,14.4,22.5,3.8,14.3,7.6,67,0,0,0,,0,0,27.7,23.2,347.4,1015,8.6,11,302.2,26.2,9,,2021-04-25T05:47:42,2021-04-25T19:33:17,0.44,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-26,22.5,6.5,14.9,22.5,5.3,14.7,6.6,62.2,0,0,0,,0,0,20.9,20.3,218.8,1015.3,51.3,10.6,299.1,25.8,9,,2021-04-26T05:46:18,2021-04-26T19:34:22,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-27,22,10.5,16,22,10.5,16,9.1,65.6,0.497,100,4.17,rain,0,0,19.1,20.5,317.3,1010.7,60.9,10.6,225.5,19.4,7,,2021-04-27T05:44:55,2021-04-27T19:35:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-28,22.1,10,16.4,22.1,10,16.4,10.4,69.7,0,0,0,,0,0,16.6,13.9,353.8,1009,42.2,10.8,281,24.3,9,,2021-04-28T05:43:33,2021-04-28T19:36:30,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-29,25,10.5,18.1,25,10.5,18.1,12.4,71.7,0,0,0,,0,0,18.7,18.4,217.2,1012,25.1,11.4,290.4,25.2,9,,2021-04-29T05:42:12,2021-04-29T19:37:34,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-04-30,27.5,11,19.1,27.5,11,19.1,12.5,68.4,0,0,0,,0,0,16.9,15.6,319.6,1013.5,51.3,11,280.7,24.1,8,,2021-04-30T05:40:52,2021-04-30T19:38:38,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-01,28,14,20.1,27.6,14,20.1,13.5,67.9,0.994,100,4.17,rain,0,0,34.2,20.4,129.7,1013.1,85.1,10,169.3,14.6,7,,2021-05-01T05:39:34,2021-05-01T19:39:42,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-02,25.5,16.3,21.2,25.5,16.3,21.2,14.6,67.6,0.003,100,8.33,rain,0,0,27,25,209.7,1013,69.5,10.7,293.5,25.5,9,,2021-05-02T05:38:16,2021-05-02T19:40:46,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-03,22,12,17.4,22,12,17.4,11.9,72.1,0,0,0,,0,0,24.1,14.7,308.9,1017.2,79.2,11,233.5,20.2,7,,2021-05-03T05:37:00,2021-05-03T19:41:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-04,23,8.5,16.2,23,8.5,16.2,10.1,70.5,0,0,0,,0,0,28.8,19.4,342.6,1016.7,44.7,10.3,288.1,24.7,9,,2021-05-04T05:35:45,2021-05-04T19:42:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-05,23.5,14,18.3,23.5,14,18.3,10.6,62.5,0,0,0,,0,0,25.6,19.4,221.9,1012.4,81.1,10.4,229.4,19.8,8,,2021-05-05T05:34:31,2021-05-05T19:43:56,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-06,23,11.5,18.1,23,11.5,18.1,12.8,72.6,0,0,0,,0,0,25.2,22.2,217.1,1014.5,31.1,11.2,279.5,23.9,8,,2021-05-06T05:33:19,2021-05-06T19:44:59,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-07,24.5,12,18,24.5,12,18,12.5,72.4,0,0,0,,0,0,19.1,11.2,226.1,1013.6,69.3,11.9,253.8,22,8,,2021-05-07T05:32:08,2021-05-07T19:46:02,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-08,26,11.5,18.5,26,11.5,18.5,10.6,63.1,0,0,0,,0,0,40.7,31.5,326.6,1013.2,40,11.1,307.6,26.5,9,,2021-05-08T05:30:59,2021-05-08T19:47:04,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-09,27,9.5,18.3,26.8,9.5,18.3,10.7,64.8,0,0,0,,0,0,24.5,14.7,328.9,1017.2,4.1,11,314.6,27.1,9,,2021-05-09T05:29:51,2021-05-09T19:48:06,0.92,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-10,25,12.5,19.5,25,12.5,19.5,14,71.5,0,0,0,,0,0,26.6,18.4,307.5,1017.6,12,11.5,307.2,26.5,9,,2021-05-10T05:28:44,2021-05-10T19:49:08,0.95,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-11,26,13.5,19.8,26,13.5,19.8,13.7,70,0,0,0,,0,0,16.2,17.5,241.1,1014.1,11.2,11.6,299.3,25.9,9,,2021-05-11T05:27:39,2021-05-11T19:50:09,0,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-12,23,14.5,18.5,23,14.5,18.5,12.6,69.8,1,100,12.5,rain,0,0,28.8,13.8,218,1010.3,63.7,9.9,195.9,17,5,,2021-05-12T05:26:35,2021-05-12T19:51:10,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-13,20.8,11,16.6,20.8,11,16.6,10.6,69.5,0.8,100,25,rain,0,0,29.9,25.5,192.2,1009.1,76.6,10.8,204.9,17.6,7,,2021-05-13T05:25:33,2021-05-13T19:52:11,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-14,24,14.5,18.8,24,14.5,18.8,11.5,64.6,2.3,100,45.83,rain,0,0,36.4,23.2,185.2,1011.6,76.1,11.6,233.4,20.3,7,,2021-05-14T05:24:33,2021-05-14T19:53:11,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-15,19.6,13,15.8,19.6,13,15.8,12.4,80.4,7.993,100,12.5,rain,0,0,43.6,18.3,167.6,1010.6,89.6,10.3,138.7,12.1,4,,2021-05-15T05:23:34,2021-05-15T19:54:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-16,22.5,14.1,18.1,22.5,14.1,18.1,12.4,70.9,1.1,100,33.33,rain,0,0,22.3,14.8,190.5,1011.5,70.9,11.6,267.7,23.1,8,,2021-05-16T05:22:37,2021-05-16T19:55:09,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-17,26,14.7,20.4,26,14.7,20.4,12.1,61.5,0,0,0,,0,0,38.9,23.2,188.8,1009,86.2,10.5,239.1,20.6,8,,2021-05-17T05:21:41,2021-05-17T19:56:08,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-18,23.5,13.5,19.5,23.5,13.5,19.5,13.5,70.7,1.698,100,4.17,rain,0,0,28.1,14.7,275.4,1012.5,48.1,10.7,300.8,26,9,,2021-05-18T05:20:47,2021-05-18T19:57:05,0.23,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-19,24.6,10.5,18.5,24.6,10.5,18.5,10.5,62.7,0,0,0,,0,0,33.1,22.3,202.3,1012.5,48.8,11.4,318.6,27.4,9,,2021-05-19T05:19:55,2021-05-19T19:58:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-20,20,13.5,16.7,20,13.5,16.7,11.9,74.4,13.536,100,16.67,rain,0,0,43.2,18.3,260.1,1011.6,73.4,10.8,239.5,20.9,8,,2021-05-20T05:19:05,2021-05-20T19:58:59,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-21,22,8.5,16,22,8.5,16,9.2,66.9,0.001,100,4.17,rain,0,0,37.8,25.7,331.5,1017.1,20.2,11.6,309.1,26.7,9,,2021-05-21T05:18:16,2021-05-21T19:59:55,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-22,24.5,10.5,18,24.5,10.5,18,9.4,61.3,0,0,0,,0,0,22.3,20.5,203.3,1018.4,52.7,11.4,317.7,27.6,9,,2021-05-22T05:17:29,2021-05-22T20:00:50,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-23,26,10,19.1,26,10,19.1,10.3,59.8,0,0,0,,0,0,19.1,15.7,229.1,1018.2,41.9,11.6,321,27.8,9,,2021-05-23T05:16:44,2021-05-23T20:01:44,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-24,30.7,13.5,21.7,31.6,13.5,21.8,12.9,60.1,0,0,0,,0,0,17.6,14.7,249.2,1017.4,31.1,13.5,319.7,27.5,9,,2021-05-24T05:16:01,2021-05-24T20:02:37,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-25,30,15,22.6,28.9,15,22.4,13.3,59.6,0,0,0,,0,0,24.5,18.4,238,1016.8,20.4,11.2,327.8,28.4,9,,2021-05-25T05:15:20,2021-05-25T20:03:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-26,28,13.5,21,28.4,13.5,21,14.7,69.3,0,0,0,,0,0,26.3,18.2,312.1,1014.6,34.6,10.7,321.5,28,9,,2021-05-26T05:14:40,2021-05-26T20:04:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-27,25,14,19.8,25,14,19.8,13.8,69.8,0,0,0,,0,0,28.8,18.4,262.6,1013.2,39.5,11.1,308,26.6,8,,2021-05-27T05:14:03,2021-05-27T20:05:12,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-28,24.5,12,19.1,24.5,12,19.1,11.8,66.1,0,0,0,,0,0,27.4,22.1,264.9,1014.2,20.1,11.2,324.8,28.1,9,,2021-05-28T05:13:27,2021-05-28T20:06:01,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-29,26,13.7,19.9,26,13.7,19.9,13.9,70.8,0,0,0,,0,0,26.3,18.3,319.8,1014.7,29.9,11,312.3,26.9,9,,2021-05-29T05:12:54,2021-05-29T20:06:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-30,23.5,14,18.7,23.5,14,18.7,14,75.4,0.001,100,4.17,rain,0,0,32,23.2,312.5,1013.3,75.5,10.6,159.4,13.9,6,,2021-05-30T05:12:22,2021-05-30T20:07:37,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-05-31,23,13,18.3,23,13,18.3,11.6,67.5,0.1,100,4.17,rain,0,0,41.4,25,307,1013.3,52.7,10.6,271.7,23.5,9,,2021-05-31T05:11:52,2021-05-31T20:08:23,0.67,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-06-01,24,11,17.6,24,11,17.6,9.8,62.8,0.7,100,8.33,rain,0,0,34.2,18.3,330.5,1013.8,22,11.1,311.2,27.1,9,,2021-06-01T05:11:24,2021-06-01T20:09:08,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-06-02,24,10,18.4,24,10,18.4,9.6,59.5,0,0,0,,0,0,31,16.6,272.7,1017.7,11.1,11.2,340.7,29.5,10,,2021-06-02T05:10:59,2021-06-02T20:09:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-06-03,24.5,10.5,18.7,24.5,10.5,18.7,12.1,67.2,0,0,0,,0,0,31,15.7,313.8,1020.6,19.6,11.4,326,28.1,9,,2021-06-03T05:10:35,2021-06-03T20:10:35,0.77,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-06-04,28,12.5,20.3,27.2,12.5,20.3,11.7,61.8,0,0,0,,0,0,25.9,19.4,315.8,1021.4,8.9,11.2,333.7,28.8,9,,2021-06-04T05:10:13,2021-06-04T20:11:16,0.8,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-06-05,29,13.5,21.3,28.2,13.5,21.2,13,62.2,0,0,0,,0,0,22.7,12.1,270.8,1020.3,30.7,11.1,322.8,27.9,9,,2021-06-05T05:09:54,2021-06-05T20:11:55,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
